transaction_logistic_pharmacy_id,date,drug_supplier,drug_id,quantity
L3504,7/22/2019 14:28,dsupp17274531,drug37448561,589
L3505,7/22/2019 14:28,dsupp17274531,drug31004220,762
L3506,7/22/2019 14:28,dsupp17274531,drug98072057,815
L3507,7/22/2019 14:28,dsupp17274531,drug22852205,204
L3508,7/22/2019 14:28,dsupp17274531,drug75324698,777
L3509,7/22/2019 14:28,dsupp17274531,drug23177871,411
L3510,7/22/2019 14:28,dsupp17274531,drug02160115,464
L3511,7/22/2019 14:28,dsupp17274531,drug13317331,854
L3512,7/22/2019 14:28,dsupp17274531,drug90188947,100
L3513,7/22/2019 14:28,dsupp17274531,drug89581438,861
L3514,7/22/2019 14:28,dsupp17274531,drug49452730,577
L3515,7/22/2019 14:28,dsupp17274531,drug91243812,988
L3516,7/22/2019 14:28,dsupp17274531,drug14294525,801
L3517,7/22/2019 14:28,dsupp17274531,drug37591403,102
L3518,7/22/2019 14:28,dsupp17274531,drug75324698,648
L3519,7/22/2019 14:28,dsupp17274531,drug81472369,354
L3520,7/22/2019 14:28,dsupp17274531,drug66295327,543
L3521,7/22/2019 14:28,dsupp17274531,drug15371560,172
L3522,7/22/2019 14:28,dsupp17274531,drug72486597,491
L3523,7/22/2019 14:28,dsupp17274531,drug22125507,856
L3524,7/22/2019 14:28,dsupp17274531,drug62529365,382
L3525,7/22/2019 14:28,dsupp17274531,drug81163762,909
L3526,7/22/2019 14:28,dsupp17274531,drug51906948,331
L3527,7/22/2019 14:28,dsupp17274531,drug13038472,825
L3528,7/22/2019 14:28,dsupp17274531,drug76207815,943
L3529,7/22/2019 14:28,dsupp17274531,drug98072057,780
L3530,7/22/2019 14:28,dsupp17274531,drug78279223,719
L3531,7/22/2019 14:28,dsupp17274531,drug96302910,906
L3532,7/22/2019 14:28,dsupp17274531,drug24571234,315
L3533,7/22/2019 14:28,dsupp17274531,drug72250907,650
L3534,7/22/2019 14:28,dsupp17274531,drug63441802,235
L3535,7/22/2019 14:28,dsupp17274531,drug82307868,787
L3536,7/22/2019 14:28,dsupp17274531,drug78665699,294
L3537,7/22/2019 14:28,dsupp17274531,drug16108141,469
L3538,7/22/2019 14:28,dsupp17274531,drug26446547,906
L3539,7/22/2019 14:28,dsupp17274531,drug07954108,593
L3540,7/22/2019 14:28,dsupp17274531,drug48733458,872
L3541,7/22/2019 14:28,dsupp17274531,drug38475368,898
L3542,7/22/2019 14:28,dsupp17274531,drug47051621,434
L3543,7/22/2019 14:28,dsupp17274531,drug09332102,124
L3544,7/22/2019 14:28,dsupp17274531,drug63247565,119
L3545,7/22/2019 14:28,dsupp17274531,drug01308433,244
L3546,7/22/2019 14:28,dsupp17274531,drug80124078,282
L3547,7/22/2019 14:28,dsupp17274531,drug42187806,478
L3548,7/22/2019 14:28,dsupp17274531,drug78665699,225
L3549,7/22/2019 14:28,dsupp17274531,drug68272647,944
L3550,7/22/2019 14:28,dsupp17274531,drug80453208,136
L3551,7/22/2019 14:28,dsupp17274531,drug57961255,422
L3552,7/22/2019 14:28,dsupp17274531,drug61531215,646
L3553,7/22/2019 14:28,dsupp17274531,drug78926509,991
L3554,7/22/2019 14:28,dsupp17274531,drug51423551,258
L3555,7/22/2019 14:28,dsupp17274531,drug62529365,847
L3556,7/22/2019 14:28,dsupp17274531,drug71734989,260
L3557,7/22/2019 14:28,dsupp17274531,drug07005824,831
L3558,7/22/2019 14:28,dsupp17274531,drug12890255,570
L3559,7/22/2019 14:28,dsupp17274531,drug90730092,481
L3560,7/22/2019 14:28,dsupp17274531,drug16108141,920
L3561,7/22/2019 14:28,dsupp17274531,drug51906948,537
L3562,7/22/2019 14:28,dsupp17274531,drug87480702,128
L3563,7/22/2019 14:28,dsupp17274531,drug06536879,562
L3564,7/22/2019 14:28,dsupp17274531,drug20114367,416
L3565,7/22/2019 14:28,dsupp17274531,drug75324698,562
L3566,7/22/2019 14:28,dsupp17274531,drug88734576,402
L3567,7/22/2019 14:28,dsupp17274531,drug63441802,874
L3568,7/22/2019 14:28,dsupp17274531,drug65864098,123
L3569,7/22/2019 14:28,dsupp17274531,drug07951190,392
L3570,7/22/2019 14:28,dsupp17274531,drug70682915,929
L3571,7/22/2019 14:28,dsupp17274531,drug80279068,287
L3572,7/22/2019 14:28,dsupp17274531,drug54349650,786
L3573,7/22/2019 14:28,dsupp17274531,drug00913164,668
L3574,7/22/2019 14:28,dsupp17274531,drug90626067,264
L3575,7/22/2019 14:28,dsupp17274531,drug82563585,218
L3576,7/22/2019 14:28,dsupp17274531,drug37641146,793
L3577,7/22/2019 14:28,dsupp17274531,drug68272647,911
L3578,7/22/2019 14:28,dsupp17274531,drug00666374,372
L3579,7/22/2019 14:28,dsupp17274531,drug31410335,749
L3580,7/22/2019 14:28,dsupp17274531,drug00913164,275
L3581,7/22/2019 14:28,dsupp17274531,drug81459506,667
L3582,7/22/2019 14:28,dsupp17274531,drug40052861,283
L3583,7/22/2019 14:28,dsupp17274531,drug02160115,183
L3584,7/22/2019 14:28,dsupp17274531,drug95984926,281
L3585,7/22/2019 14:28,dsupp17274531,drug70453034,665
L3586,7/22/2019 14:28,dsupp17274531,drug66295327,984
L3587,7/22/2019 14:28,dsupp17274531,drug05244287,535
L3588,7/22/2019 14:28,dsupp17274531,drug83741951,867
L3589,7/22/2019 14:28,dsupp17274531,drug88734576,448
L3590,7/22/2019 14:28,dsupp17274531,drug83393358,924
L3591,7/22/2019 14:28,dsupp17274531,drug70682915,624
L3592,7/22/2019 14:28,dsupp17274531,drug91280893,342
L3593,7/22/2019 14:28,dsupp17274531,drug35061861,697
L3594,7/22/2019 14:28,dsupp17274531,drug82627058,875
L3595,7/22/2019 14:28,dsupp17274531,drug95984926,923
L3596,7/22/2019 14:28,dsupp17274531,drug48733458,104
L3597,7/22/2019 14:28,dsupp17274531,drug80279068,907
L3598,7/22/2019 14:28,dsupp17274531,drug88734576,362
L3599,7/22/2019 14:28,dsupp17274531,drug96302910,396
L3600,7/22/2019 14:28,dsupp17274531,drug02347912,889
L3601,7/22/2019 14:28,dsupp17274531,drug05810291,194
L3602,7/22/2019 14:28,dsupp17274531,drug80279068,166
L3603,4/29/2018 9:37,dsupp56421835,drug36775507,570
L3604,4/29/2018 9:37,dsupp56421835,drug37858179,199
L3605,4/29/2018 9:37,dsupp56421835,drug94449822,332
L3606,4/29/2018 9:37,dsupp56421835,drug60843760,355
L3607,4/29/2018 9:37,dsupp56421835,drug63758054,969
L3608,4/29/2018 9:37,dsupp56421835,drug35020578,940
L3609,4/29/2018 9:37,dsupp56421835,drug53526540,922
L3610,4/29/2018 9:37,dsupp56421835,drug92078413,583
L3611,4/29/2018 9:37,dsupp56421835,drug76207815,249
L3612,4/29/2018 9:37,dsupp56421835,drug93448178,822
L3613,4/29/2018 9:37,dsupp56421835,drug45482502,984
L3614,4/29/2018 9:37,dsupp56421835,drug20114367,153
L3615,4/29/2018 9:37,dsupp56421835,drug07442995,641
L3616,4/29/2018 9:37,dsupp56421835,drug37591403,143
L3617,4/29/2018 9:37,dsupp56421835,drug05497454,990
L3618,4/29/2018 9:37,dsupp56421835,drug55536073,673
L3619,4/29/2018 9:37,dsupp56421835,drug02347912,230
L3620,4/29/2018 9:37,dsupp56421835,drug60843760,505
L3621,4/29/2018 9:37,dsupp56421835,drug51906948,379
L3622,4/29/2018 9:37,dsupp56421835,drug90730092,597
L3623,4/29/2018 9:37,dsupp56421835,drug14294525,689
L3624,4/29/2018 9:37,dsupp56421835,drug70453034,443
L3625,4/29/2018 9:37,dsupp56421835,drug23867758,806
L3626,4/29/2018 9:37,dsupp56421835,drug00666374,529
L3627,4/29/2018 9:37,dsupp56421835,drug53537447,320
L3628,4/29/2018 9:37,dsupp56421835,drug27231500,481
L3629,4/29/2018 9:37,dsupp56421835,drug05497454,290
L3630,4/29/2018 9:37,dsupp56421835,drug81478514,337
L3631,4/29/2018 9:37,dsupp56421835,drug81472369,510
L3632,4/29/2018 9:37,dsupp56421835,drug17244244,666
L3633,4/29/2018 9:37,dsupp56421835,drug90730092,245
L3634,4/29/2018 9:37,dsupp56421835,drug53537447,435
L3635,4/29/2018 9:37,dsupp56421835,drug31784573,253
L3636,4/29/2018 9:37,dsupp56421835,drug70415612,412
L3637,4/29/2018 9:37,dsupp56421835,drug24274852,231
L3638,4/29/2018 9:37,dsupp56421835,drug31282017,436
L3639,4/29/2018 9:37,dsupp56421835,drug45482502,234
L3640,4/29/2018 9:37,dsupp56421835,drug12221745,332
L3641,4/29/2018 9:37,dsupp56421835,drug61824010,440
L3642,4/29/2018 9:37,dsupp56421835,drug39018649,517
L3643,4/29/2018 9:37,dsupp56421835,drug43043958,427
L3644,4/29/2018 9:37,dsupp56421835,drug23177871,777
L3645,4/29/2018 9:37,dsupp56421835,drug55536073,846
L3646,4/29/2018 9:37,dsupp56421835,drug66048138,614
L3647,4/29/2018 9:37,dsupp56421835,drug82307868,554
L3648,4/29/2018 9:37,dsupp56421835,drug82307868,790
L3649,4/29/2018 9:37,dsupp56421835,drug07951190,459
L3650,4/29/2018 9:37,dsupp56421835,drug78926509,556
L3651,4/29/2018 9:37,dsupp56421835,drug98072057,177
L3652,4/29/2018 9:37,dsupp56421835,drug47051621,967
L3653,4/29/2018 9:37,dsupp56421835,drug44812263,900
L3654,4/29/2018 9:37,dsupp56421835,drug15371560,157
L3655,4/29/2018 9:37,dsupp56421835,drug09332102,744
L3656,4/29/2018 9:37,dsupp56421835,drug17244244,822
L3657,4/29/2018 9:37,dsupp56421835,drug31282017,476
L3658,4/29/2018 9:37,dsupp56421835,drug12221745,376
L3659,4/29/2018 9:37,dsupp56421835,drug90188947,517
L3660,4/29/2018 9:37,dsupp56421835,drug07951190,441
L3661,4/29/2018 9:37,dsupp56421835,drug65864098,846
L3662,4/29/2018 9:37,dsupp56421835,drug87480702,465
L3663,4/29/2018 9:37,dsupp56421835,drug35061861,505
L3664,4/29/2018 9:37,dsupp56421835,drug81472369,264
L3665,4/29/2018 9:37,dsupp56421835,drug82627058,824
L3666,4/29/2018 9:37,dsupp56421835,drug38475368,664
L3667,4/29/2018 9:37,dsupp56421835,drug09768543,945
L3668,4/29/2018 9:37,dsupp56421835,drug70682915,398
L3669,4/29/2018 9:37,dsupp56421835,drug02160115,248
L3670,4/29/2018 9:37,dsupp56421835,drug97899020,976
L3671,4/29/2018 9:37,dsupp56421835,drug78926509,678
L3672,4/29/2018 9:37,dsupp56421835,drug90435782,559
L3673,4/29/2018 9:37,dsupp56421835,drug91243812,681
L3674,4/29/2018 9:37,dsupp56421835,drug60282545,240
L3675,4/29/2018 9:37,dsupp56421835,drug89581438,112
L3676,4/29/2018 9:37,dsupp56421835,drug91871275,775
L3677,4/29/2018 9:37,dsupp56421835,drug23177871,852
L3678,4/29/2018 9:37,dsupp56421835,drug96335857,939
L3679,4/29/2018 9:37,dsupp56421835,drug67522019,609
L3680,4/29/2018 9:37,dsupp56421835,drug11824657,812
L3681,4/29/2018 9:37,dsupp56421835,drug67531332,318
L3682,4/29/2018 9:37,dsupp56421835,drug51423551,166
L3683,4/29/2018 9:37,dsupp56421835,drug31282017,186
L3684,4/29/2018 9:37,dsupp56421835,drug51906948,846
L3685,4/29/2018 9:37,dsupp56421835,drug22155948,948
L3686,4/29/2018 9:37,dsupp56421835,drug54349650,396
L3687,4/29/2018 9:37,dsupp56421835,drug68272647,693
L3688,4/29/2018 9:37,dsupp56421835,drug87480702,451
L3689,4/29/2018 9:37,dsupp56421835,drug00296038,720
L3690,4/29/2018 9:37,dsupp56421835,drug65864098,824
L3691,4/29/2018 9:37,dsupp56421835,drug58415733,383
L3692,4/29/2018 9:37,dsupp56421835,drug07596964,976
L3693,4/29/2018 9:37,dsupp56421835,drug96302910,418
L3694,4/29/2018 9:37,dsupp56421835,drug00666374,668
L3695,4/29/2018 9:37,dsupp56421835,drug88734576,965
L3696,4/29/2018 9:37,dsupp56421835,drug59016069,659
L3697,4/29/2018 9:37,dsupp56421835,drug23177871,910
L3698,4/29/2018 9:37,dsupp56421835,drug37858179,568
L3699,4/29/2018 9:37,dsupp56421835,drug38178634,429
L3700,4/29/2018 9:37,dsupp56421835,drug65864098,865
L3701,4/29/2018 9:37,dsupp56421835,drug90730092,622
L3702,4/29/2018 9:37,dsupp56421835,drug45659690,719
L3703,4/29/2018 9:37,dsupp56421835,drug05810291,272
L3704,4/29/2018 9:37,dsupp56421835,drug89581438,840
L3705,4/29/2018 9:37,dsupp56421835,drug80453208,370
L3706,4/29/2018 9:37,dsupp56421835,drug51976255,819
L3707,4/29/2018 9:37,dsupp56421835,drug38178634,971
L3708,4/29/2018 9:37,dsupp56421835,drug07139598,998
L3709,4/29/2018 9:37,dsupp56421835,drug91243812,439
L3710,4/29/2018 9:37,dsupp56421835,drug90419812,544
L3711,4/29/2018 9:37,dsupp56421835,drug94679120,157
L3712,4/29/2018 9:37,dsupp56421835,drug03704639,238
L3713,4/29/2018 9:37,dsupp56421835,drug75151645,321
L3714,4/29/2018 9:37,dsupp56421835,drug24274852,754
L3715,4/29/2018 9:37,dsupp56421835,drug11824657,320
L3716,4/29/2018 9:37,dsupp56421835,drug01308433,617
L3717,4/29/2018 9:37,dsupp56421835,drug94679120,756
L3718,4/29/2018 9:37,dsupp56421835,drug02684192,259
L3719,4/29/2018 9:37,dsupp56421835,drug70453034,435
L3720,4/29/2018 9:37,dsupp56421835,drug62529365,652
L3721,4/29/2018 9:37,dsupp56421835,drug56280364,220
L3722,4/29/2018 9:37,dsupp56421835,drug45996863,966
L3723,4/29/2018 9:37,dsupp56421835,drug04679172,709
L3724,4/29/2018 9:37,dsupp56421835,drug30387515,519
L3725,4/29/2018 9:37,dsupp56421835,drug04679172,660
L3726,4/29/2018 9:37,dsupp56421835,drug04679172,747
L3727,4/29/2018 9:37,dsupp56421835,drug37858179,753
L3728,4/29/2018 9:37,dsupp56421835,drug97899020,396
L3729,4/29/2018 9:37,dsupp56421835,drug49452730,911
L3730,4/29/2018 9:37,dsupp56421835,drug00666374,780
L3731,4/29/2018 9:37,dsupp56421835,drug02684192,295
L3732,4/29/2018 9:37,dsupp56421835,drug18797701,441
L3733,4/29/2018 9:37,dsupp56421835,drug57961255,163
L3734,4/29/2018 9:37,dsupp56421835,drug18797701,942
L3735,4/29/2018 9:37,dsupp56421835,drug63702156,130
L3736,4/29/2018 9:37,dsupp56421835,drug81459506,502
L3737,4/29/2018 9:37,dsupp56421835,drug10580707,221
L3738,4/29/2018 9:37,dsupp56421835,drug09332102,751
L3739,4/29/2018 9:37,dsupp56421835,drug07596964,806
L3740,4/29/2018 9:37,dsupp56421835,drug91871275,210
L3741,4/29/2018 9:37,dsupp56421835,drug16108141,805
L3742,4/29/2018 9:37,dsupp56421835,drug70415612,650
L3743,4/29/2018 9:37,dsupp56421835,drug30212688,767
L3744,4/29/2018 9:37,dsupp56421835,drug66295327,356
L3745,4/29/2018 9:37,dsupp56421835,drug00913164,846
L3746,4/29/2018 9:37,dsupp56421835,drug92078413,128
L3747,4/29/2018 9:37,dsupp56421835,drug59470267,422
L3748,4/29/2018 9:37,dsupp56421835,drug31784573,312
L3749,4/29/2018 9:37,dsupp56421835,drug38475368,844
L3750,4/29/2018 9:37,dsupp56421835,drug90626067,716
L3751,4/29/2018 9:37,dsupp56421835,drug13317331,852
L3752,4/29/2018 9:37,dsupp56421835,drug22852205,149
L3753,4/29/2018 9:37,dsupp56421835,drug13317331,270
L3754,4/29/2018 9:37,dsupp56421835,drug62529365,948
L3755,4/29/2018 9:37,dsupp56421835,drug00913164,813
L3756,4/29/2018 9:37,dsupp56421835,drug39502094,273
L3757,4/29/2018 9:37,dsupp56421835,drug82670597,652
L3758,4/29/2018 9:37,dsupp56421835,drug13317331,481
L3759,4/29/2018 9:37,dsupp56421835,drug81163762,707
L3760,4/29/2018 9:37,dsupp56421835,drug02277240,822
L3761,4/29/2018 9:37,dsupp56421835,drug45659690,846
L3762,4/29/2018 9:37,dsupp56421835,drug81478514,636
L3763,4/29/2018 9:37,dsupp56421835,drug21625060,498
L3764,4/29/2018 9:37,dsupp56421835,drug66295327,567
L3765,4/29/2018 9:37,dsupp56421835,drug66048138,580
L3766,4/29/2018 9:37,dsupp56421835,drug91243812,506
L3767,4/29/2018 9:37,dsupp56421835,drug79748780,929
L3768,4/29/2018 9:37,dsupp56421835,drug39664051,652
L3769,4/29/2018 9:37,dsupp56421835,drug47051621,320
L3770,4/29/2018 9:37,dsupp56421835,drug35020578,236
L3771,4/29/2018 9:37,dsupp56421835,drug80453208,752
L3772,4/29/2018 9:37,dsupp56421835,drug98928200,374
L3773,4/29/2018 9:37,dsupp56421835,drug22852205,743
L3774,4/29/2018 9:37,dsupp56421835,drug40298825,711
L3775,4/29/2018 9:37,dsupp56421835,drug53537447,239
L3776,4/29/2018 9:37,dsupp56421835,drug88734576,672
L3777,4/29/2018 9:37,dsupp56421835,drug13317331,584
L3778,4/29/2018 9:37,dsupp56421835,drug12221745,918
L3779,4/29/2018 9:37,dsupp56421835,drug39018649,192
L3780,4/29/2018 9:37,dsupp56421835,drug82066062,237
L3781,4/29/2018 9:37,dsupp56421835,drug96966044,621
L3782,4/29/2018 9:37,dsupp56421835,drug30387515,103
L3783,4/29/2018 9:37,dsupp56421835,drug31784573,901
L3784,4/29/2018 9:37,dsupp56421835,drug59016069,574
L3785,4/29/2018 9:37,dsupp56421835,drug20114367,226
L3786,4/29/2018 9:37,dsupp56421835,drug82563585,234
L3787,4/29/2018 9:37,dsupp56421835,drug79748780,275
L3788,4/29/2018 9:37,dsupp56421835,drug60843760,107
L3789,4/29/2018 9:37,dsupp56421835,drug30387515,573
L3790,4/29/2018 9:37,dsupp56421835,drug90419812,629
L3791,4/29/2018 9:37,dsupp56421835,drug10580707,672
L3792,4/29/2018 9:37,dsupp56421835,drug90188947,797
L3793,4/29/2018 9:37,dsupp56421835,drug62781800,664
L3794,4/29/2018 9:37,dsupp56421835,drug60282545,463
L3795,4/29/2018 9:37,dsupp56421835,drug07005824,228
L3796,4/29/2018 9:37,dsupp56421835,drug31410335,398
L3797,4/29/2018 9:37,dsupp56421835,drug80453208,610
L3798,4/29/2018 9:37,dsupp56421835,drug67531332,457
L3799,4/29/2018 9:37,dsupp56421835,drug96966044,755
L3800,4/29/2018 9:37,dsupp56421835,drug01308433,749
L3801,4/29/2018 9:37,dsupp56421835,drug53537447,282
L3802,4/29/2018 9:37,dsupp56421835,drug05810291,938
L3803,4/29/2018 9:37,dsupp56421835,drug10212486,354
L3804,4/29/2018 9:37,dsupp56421835,drug81478514,692
L3805,4/29/2018 9:37,dsupp56421835,drug63702156,103
L3806,4/29/2018 9:37,dsupp56421835,drug51423551,560
L3807,4/29/2018 9:37,dsupp56421835,drug58415733,652
L3808,4/29/2018 9:37,dsupp56421835,drug48733458,524
L3809,4/29/2018 9:37,dsupp56421835,drug05810291,369
L3810,4/29/2018 9:37,dsupp56421835,drug06536879,139
L3811,4/29/2018 9:37,dsupp56421835,drug96302910,897
L3812,4/29/2018 9:37,dsupp56421835,drug05497454,917
L3813,4/29/2018 9:37,dsupp56421835,drug27231500,729
L3814,4/29/2018 9:37,dsupp56421835,drug07005824,457
L3815,4/29/2018 9:37,dsupp56421835,drug90730092,891
L3816,4/29/2018 9:37,dsupp56421835,drug39502094,190
L3817,4/29/2018 9:37,dsupp56421835,drug85864856,952
L3818,4/29/2018 9:37,dsupp56421835,drug93448178,474
L3819,4/29/2018 9:37,dsupp56421835,drug83393358,179
L3820,4/29/2018 9:37,dsupp56421835,drug84538864,761
L3821,4/29/2018 9:37,dsupp56421835,drug15371560,204
L3822,4/29/2018 9:37,dsupp56421835,drug63702156,823
L3823,4/29/2018 9:37,dsupp56421835,drug51423551,706
L3824,4/29/2018 9:37,dsupp56421835,drug91871275,686
L3825,4/29/2018 9:37,dsupp56421835,drug35061861,618
L3826,4/29/2018 9:37,dsupp56421835,drug05497454,370
L3827,4/29/2018 9:37,dsupp56421835,drug96335857,346
L3828,4/29/2018 9:37,dsupp56421835,drug37448561,980
L3829,4/29/2018 9:37,dsupp56421835,drug75151645,604
L3830,4/29/2018 9:37,dsupp56421835,drug51976255,404
L3831,4/29/2018 9:37,dsupp56421835,drug89581438,608
L3832,4/29/2018 9:37,dsupp56421835,drug22125507,685
L3833,4/29/2018 9:37,dsupp56421835,drug23867758,155
L3834,4/29/2018 9:37,dsupp56421835,drug06536879,210
L3835,4/29/2018 9:37,dsupp56421835,drug80453208,921
L3836,4/29/2018 9:37,dsupp56421835,drug91243812,160
L3837,4/29/2018 9:37,dsupp56421835,drug60843760,344
L3838,4/29/2018 9:37,dsupp56421835,drug05497454,474
L3839,4/29/2018 9:37,dsupp56421835,drug59016069,833
L3840,4/29/2018 9:37,dsupp56421835,drug00296038,875
L3841,4/29/2018 9:37,dsupp56421835,drug92078413,542
L3842,4/29/2018 9:37,dsupp56421835,drug29155903,737
L3843,4/29/2018 9:37,dsupp56421835,drug43279241,337
L3844,4/29/2018 9:37,dsupp56421835,drug54349650,866
L3845,4/29/2018 9:37,dsupp56421835,drug55536073,509
L3846,4/29/2018 9:37,dsupp56421835,drug49452730,126
L3847,4/29/2018 9:37,dsupp56421835,drug45482502,567
L3848,4/29/2018 9:37,dsupp56421835,drug82627058,926
L3849,4/29/2018 9:37,dsupp56421835,drug02684192,861
L3850,4/29/2018 9:37,dsupp56421835,drug83393358,401
L3851,4/29/2018 9:37,dsupp56421835,drug10212486,276
L3852,4/29/2018 9:37,dsupp56421835,drug13038472,763
L3853,4/29/2018 9:37,dsupp56421835,drug36775507,971
L3854,4/29/2018 9:37,dsupp56421835,drug40052861,696
L3855,4/29/2018 9:37,dsupp56421835,drug96637593,426
L3856,4/29/2018 9:37,dsupp56421835,drug90730092,916
L3857,4/29/2018 9:37,dsupp56421835,drug91243812,538
L3858,4/29/2018 9:37,dsupp56421835,drug14294525,257
L3859,4/29/2018 9:37,dsupp56421835,drug81285006,494
L3860,4/29/2018 9:37,dsupp56421835,drug62781800,279
L3861,4/29/2018 9:37,dsupp56421835,drug82563585,532
L3862,4/29/2018 9:37,dsupp56421835,drug75339562,562
L3863,4/29/2018 9:37,dsupp56421835,drug63441802,855
L3864,4/29/2018 9:37,dsupp56421835,drug90188947,505
L3865,4/29/2018 9:37,dsupp56421835,drug58415733,802
L3866,4/29/2018 9:37,dsupp56421835,drug42187806,736
L3867,4/29/2018 9:37,dsupp56421835,drug38178634,950
L3868,4/29/2018 9:37,dsupp56421835,drug26446547,828
L3869,4/29/2018 9:37,dsupp56421835,drug31999410,107
L3870,4/29/2018 9:37,dsupp56421835,drug15406590,901
L3871,4/29/2018 9:37,dsupp56421835,drug96637593,873
L3872,4/29/2018 9:37,dsupp56421835,drug62781800,944
L3873,4/29/2018 9:37,dsupp56421835,drug57961255,350
L3874,4/29/2018 9:37,dsupp56421835,drug56280364,430
L3875,4/29/2018 9:37,dsupp56421835,drug35020578,431
L3876,4/29/2018 9:37,dsupp56421835,drug63758054,513
L3877,4/29/2018 9:37,dsupp56421835,drug47051621,288
L3878,4/29/2018 9:37,dsupp56421835,drug68357658,121
L3879,4/29/2018 9:37,dsupp56421835,drug59470267,440
L3880,4/29/2018 9:37,dsupp56421835,drug59470267,575
L3881,4/29/2018 9:37,dsupp56421835,drug94575323,601
L3882,4/29/2018 9:37,dsupp56421835,drug66600541,405
L3883,4/29/2018 9:37,dsupp56421835,drug35020578,916
L3884,4/29/2018 9:37,dsupp56421835,drug60282545,531
L3885,4/29/2018 9:37,dsupp56421835,drug02160115,874
L3886,4/29/2018 9:37,dsupp56421835,drug54349650,444
L3887,4/29/2018 9:37,dsupp56421835,drug98928200,576
L3888,4/29/2018 9:37,dsupp56421835,drug60282545,111
L3889,4/29/2018 9:37,dsupp56421835,drug63617689,662
L3890,4/29/2018 9:37,dsupp56421835,drug26446547,566
L3891,4/29/2018 9:37,dsupp56421835,drug72486597,621
L3892,4/29/2018 9:37,dsupp56421835,drug03209257,172
L3893,4/29/2018 9:37,dsupp56421835,drug81163762,462
L3894,4/29/2018 9:37,dsupp56421835,drug17244244,375
L3895,4/29/2018 9:37,dsupp56421835,drug85864856,388
L3896,4/29/2018 9:37,dsupp56421835,drug90626067,436
L3897,4/29/2018 9:37,dsupp56421835,drug01308433,484
L3898,4/29/2018 9:37,dsupp56421835,drug57961255,433
L3899,4/29/2018 9:37,dsupp56421835,drug45482502,855
L3900,4/29/2018 9:37,dsupp56421835,drug24571234,703
L3901,4/29/2018 9:37,dsupp56421835,drug35061861,353
L3902,4/29/2018 9:37,dsupp56421835,drug07216213,124
L3903,4/29/2018 9:37,dsupp56421835,drug30212688,360
L3904,4/29/2018 9:37,dsupp56421835,drug30387515,198
L3905,4/29/2018 9:37,dsupp56421835,drug36646647,812
L3906,4/29/2018 9:37,dsupp56421835,drug06536879,319
L3907,4/29/2018 9:37,dsupp56421835,drug83393358,165
L3908,4/29/2018 9:37,dsupp56421835,drug68357658,431
L3909,4/29/2018 9:37,dsupp56421835,drug37591403,184
L3910,4/29/2018 9:37,dsupp56421835,drug40052861,810
L3911,4/29/2018 9:37,dsupp56421835,drug80453208,352
L3912,4/29/2018 9:37,dsupp56421835,drug35020578,856
L3913,4/29/2018 9:37,dsupp56421835,drug78223950,224
L3914,4/29/2018 9:37,dsupp56421835,drug06536879,544
L3915,4/29/2018 9:37,dsupp56421835,drug14294525,953
L3916,4/29/2018 9:37,dsupp56421835,drug48733458,767
L3917,4/29/2018 9:37,dsupp56421835,drug37641146,568
L3918,4/29/2018 9:37,dsupp56421835,drug31784573,767
L3919,4/29/2018 9:37,dsupp56421835,drug66048138,132
L3920,4/29/2018 9:37,dsupp56421835,drug81478514,502
L3921,4/29/2018 9:37,dsupp56421835,drug96335857,117
L3922,4/29/2018 9:37,dsupp56421835,drug53526540,825
L3923,4/29/2018 9:37,dsupp56421835,drug75151645,523
L3924,4/29/2018 9:37,dsupp56421835,drug52874741,579
L3925,4/29/2018 9:37,dsupp56421835,drug58415733,275
L3926,4/29/2018 9:37,dsupp56421835,drug76207815,233
L3927,4/29/2018 9:37,dsupp56421835,drug75151645,553
L3928,4/29/2018 9:37,dsupp56421835,drug04673408,890
L3929,4/29/2018 9:37,dsupp56421835,drug49452730,935
L3930,4/29/2018 9:37,dsupp56421835,drug51906948,584
L3931,4/29/2018 9:37,dsupp56421835,drug07139598,902
L3932,4/29/2018 9:37,dsupp56421835,drug00913164,281
L3933,4/29/2018 9:37,dsupp56421835,drug40052861,983
L3934,4/29/2018 9:37,dsupp56421835,drug37858179,455
L3935,4/29/2018 9:37,dsupp56421835,drug60282545,681
L3936,4/29/2018 9:37,dsupp56421835,drug73216940,543
L3937,4/29/2018 9:37,dsupp56421835,drug40688589,782
L3938,4/29/2018 9:37,dsupp56421835,drug72250907,637
L3939,4/29/2018 9:37,dsupp56421835,drug81478514,284
L3940,4/29/2018 9:37,dsupp56421835,drug22125507,404
L3941,4/29/2018 9:37,dsupp56421835,drug83393358,375
L3942,4/29/2018 9:37,dsupp56421835,drug14294525,930
L3943,4/29/2018 9:37,dsupp56421835,drug25473605,456
L3944,4/29/2018 9:37,dsupp56421835,drug45403330,162
L3945,4/29/2018 9:37,dsupp56421835,drug70415612,603
L3946,4/29/2018 9:37,dsupp56421835,drug45659690,242
L3947,4/29/2018 9:37,dsupp56421835,drug20114367,681
L3948,4/29/2018 9:37,dsupp56421835,drug23867758,269
L3949,4/29/2018 9:37,dsupp56421835,drug96966044,990
L3950,4/29/2018 9:37,dsupp56421835,drug22155948,686
L3951,4/29/2018 9:37,dsupp56421835,drug79748780,398
L3952,4/29/2018 9:37,dsupp56421835,drug00296038,650
L3953,4/29/2018 9:37,dsupp56421835,drug82066062,403
